"name_group","decision","quarantined_from_enrichment","candidate_keys","addresses","reason","official_evidence_urls"
"ja:秋田県:神明社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:050000059300 | geoshape-nrct-poi:050000079600","秋田県 秋田市 四ッ小屋四ツ小屋字舘野103番の1 | 秋田県 横手市 神明町7番","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:秋田県:諏訪神社","HOLD_ADDRESS_COORDINATE_CONTRADICTION","true","geoshape-nrct-poi:050000087700 | geoshape-nrct-poi:050000110600","秋田県 南秋田郡八郎潟町 夜又袋字一向堂17番地 | 秋田県 南秋田郡八郎潟町 夜又袋字一向堂17番地","Same retained address is attached to different historical points. Do not merge or silently correct source geography.",""
"ja:群馬県:榛名神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","candidate:B-SNS-20260915-R03-079 | candidate:B_V1_PROPOSED:60548","群馬県沼田市榛名町2851 | ","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.","https://gunma-kanko.jp/spots/673"
"ja:茨城県:熊野神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:080000048800 | geoshape-nrct-poi:080000062600","茨城県 ひたちなか市 大字金上773番地 | 茨城県 常陸太田市 常福地町946番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:茨城県:王子神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:080000030200 | geoshape-nrct-poi:080000031900","茨城県 北茨城市 磯原町木皿823番地 | 茨城県 北茨城市 中郷町日棚8番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:茨城県:諏訪神社","HOLD_ADDRESS_COORDINATE_CONTRADICTION","true","geoshape-nrct-poi:080000039300 | geoshape-nrct-poi:080000045000","茨城県 北茨城市 関本町才丸526番地 | 茨城県 北茨城市 関本町才丸526番地","Same retained address is attached to different historical points. Do not merge or silently correct source geography.",""
"ja:茨城県:長福寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:080000030600 | geoshape-nrct-poi:080000050700","茨城県 北茨城市 磯原町大塚135番地 | 茨城県 かすみがうら市 下軽部289番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:茨城県:鹿島神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:080000030900 | geoshape-nrct-poi:080000039600","茨城県 北茨城市 中郷町上桜井848番地 | 茨城県 東茨城郡城里町 大字勝見沢87番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長崎県:八幡神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","candidate:B-SNS-20260915-R07-007 | geoshape-nrct-poi:430000069800 | geoshape-nrct-poi:430000081800","長崎県五島市下大津町631～635 | 長崎県 東彼杵郡川棚町 石木郷351番地 | 長崎県 大村市 松原本町316番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長崎県:大村館跡","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:430000064500 | geoshape-nrct-poi:430000079000","長崎県 西海市 西海町横瀬郷 | 長崎県 大村市 乾馬場町","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長崎県:大浦天主堂","MERGED_SUPPORTED","false","geoshape-nrct-poi:430000032800","長崎県 長崎市 南山手町","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.","https://www.nagasaki-tabinet.com/junrei/102"
"ja:長崎県:諏訪神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:430000032600 | geoshape-nrct-poi:430000034800","長崎県 長崎市 相生町10番1号 | 18-15 Kaminishiyama-machi, Nagasaki-shi, Nagasaki-ken / 長崎県 長崎市 上西山町18番15号","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長野県:子檀嶺神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:200000066000 | geoshape-nrct-poi:200000075100","長野県 上田市 武石小沢根230番地 | 長野県 上田市 武石小沢根230番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:長野県:安養寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:200000027800 | geoshape-nrct-poi:200000155400","長野県 佐久市 大字安原安原98番地 | 長野県 下伊那郡高森町 下市田1092番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長野県:山家神社","MERGED_SUPPORTED","false","geoshape-nrct-poi:200000061300","長野県 上田市 真田町長4473番地 / 長野県上田市真田町長","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:長野県:手長神社","MERGED_SUPPORTED","false","geoshape-nrct-poi:200000110500","長野県 諏訪市 大字上諏訪9556番地 / 長野県諏訪市上諏訪茶臼山9556","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:長野県:春日城跡","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:200000045700 | geoshape-nrct-poi:200000144000","長野県 佐久市 望月 | 長野県 伊那市 西町","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長野県:生島足島神社","MERGED_SUPPORTED","false","geoshape-nrct-poi:200000091300","長野県 上田市 下之郷701番地 / 長野県上田市下之郷字中池西701","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:長野県:白鳥神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","candidate:B-SNS-20260915-R04-064 | geoshape-nrct-poi:200000057300","長野県東御市本海野1116 | 長野県 長野市 松代町西条字東六工3674番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:長野県:諏訪大社上社本宮","MERGED_SUPPORTED","false","geoshape-nrct-poi:200000109500","長野県 諏訪市 大字中洲","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.","https://suwataisha.or.jp/about/miyamori/kamishahonmiya/"
"ja:長野県:諏訪神社","HOLD_ADDRESS_COORDINATE_CONTRADICTION","true","geoshape-nrct-poi:200000017600 | geoshape-nrct-poi:200000018800 | geoshape-nrct-poi:200000127600 | geoshape-nrct-poi:200000137400","長野県 長野市 上駒沢大字字宮下1239番地 | 長野県 長野市 上駒沢大字字宮下1239番地 | 長野県 長野市 上駒沢大字字宮下1239番地 | 長野県 長野市 上駒沢大字字宮下1239番地","Same retained address is attached to different historical points. Do not merge or silently correct source geography.",""
"ja:長野県:長命寺","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:200000035000 | geoshape-nrct-poi:200000057800","長野県 長野市 大字南堀346番地 | 長野県 長野市 大字南堀346番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:長野県:高島城","MERGED_SUPPORTED","false","geoshape-nrct-poi:200000110000","1-20-1 Takashima, Suwa-shi, Nagano-ken / 長野県 諏訪市 高島一丁目","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:青森県:三嶽神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:020000013900 | geoshape-nrct-poi:020000017200 | geoshape-nrct-poi:020000017600","青森県 三戸郡三戸町 大字貝守字林ノ後60番地 | 青森県 三戸郡新郷村 大字戸来字三嶽下15番地 | 青森県 三戸郡新郷村 大字西越字林ノ前62番地2","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:青森県:三戸大神宮","HOLD_CROSS_SOURCE_LOCATION_CONFLICT","true","candidate:B-SNS-20260915-R09-100 | geoshape-nrct-poi:020000011200","青森県三戸郡三戸町同心町字諏訪内４４ | 青森県 三戸郡三戸町 大字同心町字諏訪内46番地","Primary/locality evidence conflicts with the retained house number, neighborhood or historical point. Preserve source identities separately; do not invent an address correction or assert an alias.",""
"ja:青森県:八幡宮","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:020000015100 | geoshape-nrct-poi:020000019700 | geoshape-nrct-poi:020000022200","青森県 つがる市 柏桑野木田八幡117番地 | 青森県 三戸郡五戸町 大字浅水字浅水70番地 | 青森県 三戸郡五戸町 字根岸10番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:青森県:熊野神社","HOLD_ADDRESS_COORDINATE_CONTRADICTION","true","geoshape-nrct-poi:020000011600 | geoshape-nrct-poi:020000013600 | geoshape-nrct-poi:020000016900","青森県 むつ市 新町50番2号 | 青森県 三戸郡三戸町 大字川守田字東張渡大字川守田56番地 | 青森県 むつ市 新町50番2号","Same retained address is attached to different historical points. Do not merge or silently correct source geography.",""
"ja:青森県:諏訪神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:020000016100 | geoshape-nrct-poi:020000023600 | geoshape-nrct-poi:020000024800","青森県 三戸郡南部町 大字玉掛字諏訪ノ平49番地1 | 青森県 三戸郡南部町 大字高瀬字宮野38番地 | 青森県 三戸郡南部町 大字剣吉字上町44番地1","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:静岡県:三嶋大社","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000019800","静岡県 三島市 大宮町二丁目1番5号","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.","https://hellonavi.jp/spot/1379"
"ja:静岡県:久能山東照宮","HOLD_CROSS_SOURCE_LOCATION_CONFLICT","true","candidate:B_V1_PROPOSED:60121 | geoshape-nrct-poi:220000203100","390 Negoya, Suruga-ku, Shizuoka-shi, Shizuoka-ken | 静岡県 駿東郡長泉町 元長窪717番地2","Primary/locality evidence conflicts with the retained house number, neighborhood or historical point. Preserve source identities separately; do not invent an address correction or assert an alias.",""
"ja:静岡県:修禅寺","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000044300","Shuzenji, Izu-shi, Shizuoka-ken / 静岡県 伊豆市 修善寺964番地","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:静岡県:八幡神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:220000068000 | geoshape-nrct-poi:220000203500 | geoshape-nrct-poi:220000230300","静岡県 静岡市 駿河区鎌田382番地 | 静岡県 静岡市 駿河区鎌田382番地 | 静岡県 藤枝市 花倉336番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:静岡県:富知六所浅間神社","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000123700","静岡県 富士市 浅間本町5番 / 静岡県富士市浅間本町5-1","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:静岡県:日枝神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:220000071600 | geoshape-nrct-poi:220000097300","静岡県 下田市 箕作315番地 | 静岡県 沼津市 平町7番24号","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:静岡県:浅間神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:220000109800 | geoshape-nrct-poi:220000114600","静岡県 裾野市 茶畑756番地 | 静岡県 静岡市 葵区柚木692番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:静岡県:清水寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:220000203300 | geoshape-nrct-poi:220000224800","静岡県 静岡市 葵区音羽町27番8号 | 静岡県 藤枝市 原6番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:静岡県:玉泉寺","HOLD_CROSS_SOURCE_LOCATION_CONFLICT","true","candidate:B_V1_PROPOSED:60280 | geoshape-nrct-poi:220000068700","31-6 Kakisaki, Shimoda-shi, Shizuoka-ken | 静岡県 下田市 柿崎135番地","Primary/locality evidence conflicts with the retained house number, neighborhood or historical point. Preserve source identities separately; do not invent an address correction or assert an alias.",""
"ja:静岡県:登呂遺跡","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000201300","静岡県 静岡市駿河区 登呂五丁目","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.","https://hellonavi.jp/spot/1207"
"ja:静岡県:白羽神社","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000256100","静岡県 御前崎市 白羽3511番地 / 静岡県御前崎市白羽","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:静岡県:長楽寺","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:220000068300 | geoshape-nrct-poi:220000225400","静岡県 下田市 三丁目13番19号 | 静岡県 下田市 三丁目13番19号","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:静岡県:霊山寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:220000104200 | geoshape-nrct-poi:220000159300","静岡県 沼津市 本郷町25番37号 | 静岡県 静岡市 清水区大内539番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:静岡県:韮山反射炉","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000036900","静岡県 伊豆の国市 中","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.","https://www.city.izunokuni.shizuoka.jp/bunka_bunkazai/manabi/bunkazai/hansyaro/documents/hansyarotoha.html"
"ja:静岡県:韮山城跡","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000033100","438-3 Nirayamanirayama, Izunokuni-shi, Shizuoka-ken / 静岡県 伊豆の国市 韮山韮山","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:静岡県:駿府城跡","MERGED_SUPPORTED","false","geoshape-nrct-poi:220000168700","1-1 Sunpujokoen, Aoi-ku, Shizuoka-shi, Shizuoka-ken / 静岡県 静岡市葵区 駿府城公園","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:香川県:八幡神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:380000046600 | geoshape-nrct-poi:380000067700","香川県 香川郡直島町 732番地 | 香川県 高松市 牟礼町原651番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:香川県:多和神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:380000034000 | geoshape-nrct-poi:380000037700","香川県 さぬき市 前山2451番地 | 香川県 さぬき市 前山2451番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:香川県:極楽寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:380000036500 | geoshape-nrct-poi:380000046500","香川県 さぬき市 長尾東1194番地 | 香川県 香川郡直島町 738番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:香川県:石清水神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:380000027300 | geoshape-nrct-poi:380000029100","香川県 さぬき市 津田町津田106番地 | 香川県 さぬき市 津田町津田106番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:香川県:誉田神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:380000021300 | geoshape-nrct-poi:380000026800","香川県 東かがわ市 横内307番地 | 香川県 東かがわ市 横内307番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:高知県:大日寺","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:400000024900 | geoshape-nrct-poi:400000055400","高知県 室戸市 佐喜浜町1733番地2 | 所在地：高知県香南市野市町母代寺476-1 電話：0887-56-0638 / 高知県 香南市 野市町母代寺476番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:高知県:最御崎寺","MERGED_SUPPORTED","false","geoshape-nrct-poi:400000026100","所在地：高知県室戸市室戸岬町4058-1 電話：0887-23-0024 / 高知県 室戸市 室戸岬町4058番地","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:高知県:杉尾神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:400000025800 | geoshape-nrct-poi:400000033700","高知県 室戸市 室戸岬町2756番地 | 高知県 安芸市 土居662番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:高知県:津照寺","MERGED_SUPPORTED","false","geoshape-nrct-poi:400000026700","所在地：高知県室戸市室津2652-イ 電話：0887-23-0025 / 高知県 室戸市 室津2652番地","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:高知県:熊野神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:400000010100 | geoshape-nrct-poi:400000021300 | geoshape-nrct-poi:400000021900 | geoshape-nrct-poi:400000054200","高知県 須崎市 浦ノ内福良369番地 | 高知県 須崎市 浦ノ内福良369番地 | 高知県 須崎市 浦ノ内福良369番地 | 高知県 須崎市 浦ノ内福良369番地","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:鳥取県:観音院","HOLD_CROSS_SOURCE_LOCATION_CONFLICT","true","candidate:B_V1_PROPOSED:60275 | geoshape-nrct-poi:320000038600","162 Uemachi, Tottori-shi, Tottori-ken | 鳥取県 鳥取市 上町161番地","Primary/locality evidence conflicts with the retained house number, neighborhood or historical point. Preserve source identities separately; do not invent an address correction or assert an alias.",""
"ja:鳥取県:鳥取城跡","HOLD_CROSS_SOURCE_LOCATION_CONFLICT","true","candidate:B_V1_PROPOSED:60136 | geoshape-nrct-poi:320000033000","2 Higashi-machi, Tottori-shi, Tottori-ken | 鳥取県 鳥取市 東町一丁目","Primary/locality evidence conflicts with the retained house number, neighborhood or historical point. Preserve source identities separately; do not invent an address correction or assert an alias.",""
"ja:鳥取県:鹿野城跡","MERGED_SUPPORTED","false","geoshape-nrct-poi:320000107800","2489 Shikano-cho Shikano, Tottori-shi, Tottori-ken / 鳥取県 鳥取市 鹿野町鹿野","All baseline members now belong to one explicit evidence-backed candidate group; no Master Code allocated.",""
"ja:鹿児島県:一之宮神社","HOLD_SOURCE_IDENTITY_AMBIGUITY","true","geoshape-nrct-poi:470000046400 | geoshape-nrct-poi:470000093000","鹿児島県 鹿児島市 郡元二丁目4番27号 | 鹿児島県 鹿児島市 郡元二丁目4番27号","Different historical provider entries share an estimated coordinate; same name/address/point does not establish an alias.",""
"ja:鹿児島県:光明寺跡","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:470000048700 | geoshape-nrct-poi:470000060800","鹿児島県 鹿児島市 坂元町 | 鹿児島県 指宿市 十町","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:鹿児島県:八幡神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:470000083600 | geoshape-nrct-poi:470000111500","鹿児島県 日置市 日吉町日置5301番地 | 鹿児島県 鹿児島市 本名町字瀬戸口3577番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:鹿児島県:南方神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:470000036200 | geoshape-nrct-poi:470000072100 | geoshape-nrct-poi:470000087600","鹿児島県 鹿児島市 清水町124番地 | 鹿児島県 日置市 日吉町吉利815番地 | 鹿児島県 日置市 伊集院町下谷口1871番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:鹿児島県:松尾城跡","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:470000025600 | geoshape-nrct-poi:470000061200 | geoshape-nrct-poi:470000065600","鹿児島県 鹿屋市 寿四丁目 | 鹿児島県 指宿市 西方 | 鹿児島県 南九州市 川辺町野崎","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
"ja:鹿児島県:稲荷神社","KEEP_SEPARATE_DISTINCT_SOURCE_LOCATIONS","false","geoshape-nrct-poi:470000035800 | geoshape-nrct-poi:470000095200","鹿児島県 鹿児島市 稲荷町252番地 | 鹿児島県 日置市 東市来町湯田4008番地","Source identities have different locality/address evidence. Retain separate candidates; this is not current existence or navigation certification.",""
