"candidate_key_NOT_master_code","canonical_master_code","names_ja","names_en","prefectures","addresses","entity_types","historical_coordinates_NOT_navigation_verified","legacy_code_claims_NOT_approved","source_record_ids","source_urls","identity_status"
"geoshape-nrct-poi:230000025400","","永弘院","","愛知県","愛知県 名古屋市 千種区上野一丁目4番18号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000025400"",""latitude"":35.181412,""longitude"":136.953003,""quality"":""published_historical_point_not_navigation_verified""}]","65473 [v3.7.1; legacy_effective_not_canonical] | 65473 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000025400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000025400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000025500","","塩硝蔵跡","","愛知県","愛知県 名古屋市千種区 北千種二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000025500"",""latitude"":35.179551,""longitude"":136.947728,""quality"":""published_historical_point_not_navigation_verified""}]","65502 [v3.7.1; legacy_effective_not_canonical] | 65502 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000025500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000025500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000025700","","長福寺","","愛知県","愛知県 稲沢市 平和町下三宅郷内309番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000025700"",""latitude"":35.212059,""longitude"":136.750763,""quality"":""published_historical_point_not_navigation_verified""}]","65531 [v3.7.1; legacy_effective_not_canonical] | 65531 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000025700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000025700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000025900","","末森城跡","","愛知県","愛知県 名古屋市千種区 城山町二丁目","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000025900"",""latitude"":35.16686,""longitude"":136.959968,""quality"":""published_historical_point_not_navigation_verified""}]","65560 [v3.7.1; legacy_effective_not_canonical] | 65560 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000025900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000025900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026000","","相応寺","","愛知県","愛知県 名古屋市 中村区烏森町四丁目123番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026000"",""latitude"":35.155067,""longitude"":136.857941,""quality"":""published_historical_point_not_navigation_verified""}]","65589 [v3.7.1; legacy_effective_not_canonical] | 65589 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026100","","善篤寺","","愛知県","愛知県 名古屋市 千種区城山町一丁目72番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026100"",""latitude"":35.169956,""longitude"":136.959412,""quality"":""published_historical_point_not_navigation_verified""}]","65618 [v3.7.1; legacy_effective_not_canonical] | 65618 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026200","","城山八幡宮","","愛知県","愛知県 清須市 春日富士塚1番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026200"",""latitude"":35.23233,""longitude"":136.844803,""quality"":""published_historical_point_not_navigation_verified""}]","65647 [v3.7.1; legacy_effective_not_canonical] | 65647 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026400","","東山第一〇一号窯","","愛知県","愛知県 名古屋市千種区 田代町","産業施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026400"",""latitude"":35.154528,""longitude"":136.979688,""quality"":""published_historical_point_not_navigation_verified""}]","65676 [v3.7.1; legacy_effective_not_canonical] | 65676 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026500","","桃巌寺","","愛知県","愛知県 名古屋市 千種区四谷通二丁目16番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026500"",""latitude"":35.161201,""longitude"":136.964615,""quality"":""published_historical_point_not_navigation_verified""}]","65705 [v3.7.1; legacy_effective_not_canonical] | 65705 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026600","","性高院","","愛知県","愛知県 名古屋市 千種区幸川町三丁目6番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026600"",""latitude"":35.158165,""longitude"":136.962891,""quality"":""published_historical_point_not_navigation_verified""}]","65734 [v3.7.1; legacy_effective_not_canonical] | 65734 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000026700","","養蓮寺","","愛知県","愛知県 名古屋市 千種区池上町二丁目10番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000026700"",""latitude"":35.16954,""longitude"":136.971497,""quality"":""published_historical_point_not_navigation_verified""}]","65763 [v3.7.1; legacy_effective_not_canonical] | 65763 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000026700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000026700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000027000","","今池跡","","愛知県","愛知県 名古屋市千種区 今池一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000027000"",""latitude"":35.167454,""longitude"":136.935384,""quality"":""published_historical_point_not_navigation_verified""}]","65792 [v3.7.1; legacy_effective_not_canonical] | 65792 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000027000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000027000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000027100","","高牟神社","","愛知県","愛知県 名古屋市 守山区瀬古東一丁目630番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000027100"",""latitude"":35.207523,""longitude"":136.938873,""quality"":""published_historical_point_not_navigation_verified""}]","65821 [v3.7.1; legacy_effective_not_canonical] | 65821 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000027100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000027100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000027200","","芳珠寺","","愛知県","愛知県 名古屋市 千種区今池二丁目16番13号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000027200"",""latitude"":35.166321,""longitude"":136.93013,""quality"":""published_historical_point_not_navigation_verified""}]","65850 [v3.7.1; legacy_effective_not_canonical] | 65850 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000027200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000027200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000027300","","光専寺","","愛知県","愛知県 清須市 土田北浦142番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000027300"",""latitude"":35.213333,""longitude"":136.830338,""quality"":""published_historical_point_not_navigation_verified""}]","65879 [v3.7.1; legacy_effective_not_canonical] | 65879 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000027300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000027300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000027400","","張振甫山荘跡","","愛知県","愛知県 名古屋市千種区 振甫町三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000027400"",""latitude"":35.174738,""longitude"":136.952386,""quality"":""published_historical_point_not_navigation_verified""}]","65908 [v3.7.1; legacy_effective_not_canonical] | 65908 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000027400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000027400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028000","","蔭涼寺","","愛知県","愛知県 田原市 高木町中畑3番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028000"",""latitude"":34.627316,""longitude"":137.125305,""quality"":""published_historical_point_not_navigation_verified""}]","65937 [v3.7.1; legacy_effective_not_canonical] | 65937 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028200","","長久寺町貝塚","","愛知県","愛知県 名古屋市東区 白壁三丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:230000028200"",""latitude"":35.18478,""longitude"":136.918199,""quality"":""published_historical_point_not_navigation_verified""}]","65966 [v3.7.1; legacy_effective_not_canonical] | 65966 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028300","","長久寺","","愛知県","愛知県 愛西市 高畑町村中10番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028300"",""latitude"":35.215534,""longitude"":136.686996,""quality"":""published_historical_point_not_navigation_verified""}]","65995 [v3.7.1; legacy_effective_not_canonical] | 65995 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028500","","神明社","","愛知県","愛知県 名古屋市 中村区名駅五丁目13番6号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028500"",""latitude"":35.170265,""longitude"":136.891525,""quality"":""published_historical_point_not_navigation_verified""}]","66024 [v3.7.1; legacy_effective_not_canonical] | 66024 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028700","","片山八幡神社","","愛知県","愛知県 名古屋市 南区要町五丁目112番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028700"",""latitude"":35.075523,""longitude"":136.927322,""quality"":""published_historical_point_not_navigation_verified""}]","66053 [v3.7.1; legacy_effective_not_canonical] | 66053 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028800","","本覚寺","","愛知県","愛知県 名古屋市 東区徳川二丁目16番16号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028800"",""latitude"":35.187302,""longitude"":136.927765,""quality"":""published_historical_point_not_navigation_verified""}]","66082 [v3.7.1; legacy_effective_not_canonical] | 66082 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000028900","","了義院","","愛知県","愛知県 名古屋市 東区徳川二丁目17番30号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000028900"",""latitude"":35.186756,""longitude"":136.928299,""quality"":""published_historical_point_not_navigation_verified""}]","66111 [v3.7.1; legacy_effective_not_canonical] | 66111 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000028900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000028900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000029000","","徳源寺","","愛知県","愛知県 名古屋市 東区新出来一丁目1番19号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000029000"",""latitude"":35.182091,""longitude"":136.930893,""quality"":""published_historical_point_not_navigation_verified""}]","66140 [v3.7.1; legacy_effective_not_canonical] | 66140 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000029000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000029000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000029500","","平田院","","愛知県","愛知県 名古屋市 天白区鴻の巣一丁目1015番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000029500"",""latitude"":35.143219,""longitude"":136.997787,""quality"":""published_historical_point_not_navigation_verified""}]","66169 [v3.7.1; legacy_effective_not_canonical] | 66169 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000029500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000029500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030000","","配当所跡","","愛知県","愛知県 名古屋市東区 東桜一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000030000"",""latitude"":35.172216,""longitude"":136.911934,""quality"":""published_historical_point_not_navigation_verified""}]","66198 [v3.7.1; legacy_effective_not_canonical] | 66198 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030300","","水野太郎左衛門宅跡","","愛知県","愛知県 名古屋市東区 泉二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000030300"",""latitude"":35.176892,""longitude"":136.916179,""quality"":""published_historical_point_not_navigation_verified""}]","66227 [v3.7.1; legacy_effective_not_canonical] | 66227 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030400","","高岳院","","愛知県","愛知県 名古屋市 東区泉二丁目21番17号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000030400"",""latitude"":35.175255,""longitude"":136.914841,""quality"":""published_historical_point_not_navigation_verified""}]","66256 [v3.7.1; legacy_effective_not_canonical] | 66256 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030500","","遍照院","","愛知県","愛知県 知立市 弘法町弘法山19番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000030500"",""latitude"":34.995697,""longitude"":137.045013,""quality"":""published_historical_point_not_navigation_verified""}]","66285 [v3.7.1; legacy_effective_not_canonical] | 66285 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030600","","東漸寺跡","","愛知県","愛知県 名古屋市東区 泉二丁目","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000030600"",""latitude"":35.176892,""longitude"":136.916179,""quality"":""published_historical_point_not_navigation_verified""}]","66314 [v3.7.1; legacy_effective_not_canonical] | 66314 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030800","","教順寺","","愛知県","愛知県 名古屋市 東区泉二丁目10番12号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000030800"",""latitude"":35.177238,""longitude"":136.916809,""quality"":""published_historical_point_not_navigation_verified""}]","66343 [v3.7.1; legacy_effective_not_canonical] | 66343 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000030900","","大光寺","","愛知県","愛知県 名古屋市 東区泉二丁目5番12号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000030900"",""latitude"":35.178455,""longitude"":136.91713,""quality"":""published_historical_point_not_navigation_verified""}]","66372 [v3.7.1; legacy_effective_not_canonical] | 66372 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000030900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000030900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031000","","井上士朗宅跡","","愛知県","愛知県 名古屋市東区 泉二丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000031000"",""latitude"":35.176892,""longitude"":136.916179,""quality"":""published_historical_point_not_navigation_verified""}]","66401 [v3.7.1; legacy_effective_not_canonical] | 66401 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031100","","貞祖院","","愛知県","愛知県 名古屋市 東区泉三丁目11番16号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000031100"",""latitude"":35.176861,""longitude"":136.918457,""quality"":""published_historical_point_not_navigation_verified""}]","66430 [v3.7.1; legacy_effective_not_canonical] | 66430 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031300","","禅隆寺","","愛知県","愛知県 名古屋市東区 飯田町","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000031300"",""latitude"":35.179491,""longitude"":136.918776,""quality"":""published_historical_point_not_navigation_verified""}]","66459 [v3.7.1; legacy_effective_not_canonical] | 66459 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031500","","養念寺","","愛知県","愛知県 名古屋市 東区泉三丁目3番13号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000031500"",""latitude"":35.178589,""longitude"":136.919846,""quality"":""published_historical_point_not_navigation_verified""}]","66488 [v3.7.1; legacy_effective_not_canonical] | 66488 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031600","","松山神社","","愛知県","愛知県 名古屋市 中村区横井二丁目47番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000031600"",""latitude"":35.146896,""longitude"":136.835175,""quality"":""published_historical_point_not_navigation_verified""}]","66517 [v3.7.1; legacy_effective_not_canonical] | 66517 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000031800","","陳元贇宅跡","","愛知県","愛知県 名古屋市東区 泉三丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000031800"",""latitude"":35.176544,""longitude"":136.919212,""quality"":""published_historical_point_not_navigation_verified""}]","66546 [v3.7.1; legacy_effective_not_canonical] | 66546 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000031800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000031800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000032200","","富士神社","","愛知県","愛知県 豊川市 萩町神田萩町10番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000032200"",""latitude"":35.173774,""longitude"":136.912691,""quality"":""published_historical_point_not_navigation_verified""}]","66575 [v3.7.1; legacy_effective_not_canonical] | 66575 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000032200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000032200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000032600","","建中寺","","愛知県","愛知県 名古屋市 東区筒井一丁目7番57号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000032600"",""latitude"":35.178524,""longitude"":136.926773,""quality"":""published_historical_point_not_navigation_verified""}]","66604 [v3.7.1; legacy_effective_not_canonical] | 66604 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000032600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000032600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000032700","","善光寺","","愛知県","愛知県 名古屋市 東区筒井一丁目14番30号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000032700"",""latitude"":35.177757,""longitude"":136.928665,""quality"":""published_historical_point_not_navigation_verified""}]","66633 [v3.7.1; legacy_effective_not_canonical] | 66633 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000032700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000032700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000032800","","情妙寺","","愛知県","愛知県 名古屋市 東区筒井町四丁目39番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000032800"",""latitude"":35.176811,""longitude"":136.930969,""quality"":""published_historical_point_not_navigation_verified""}]","66662 [v3.7.1; legacy_effective_not_canonical] | 66662 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000032800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000032800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000032900","","自然院","","愛知県","愛知県 名古屋市 東区筒井町四丁目13番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000032900"",""latitude"":35.176811,""longitude"":136.930969,""quality"":""published_historical_point_not_navigation_verified""}]","66691 [v3.7.1; legacy_effective_not_canonical] | 66691 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000032900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000032900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000033700","","物部神社","","愛知県","愛知県 名古屋市 東区筒井三丁目31番21号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000033700"",""latitude"":35.173351,""longitude"":136.931427,""quality"":""published_historical_point_not_navigation_verified""}]","66720 [v3.7.1; legacy_effective_not_canonical] | 66720 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000033700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000033700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000034200","","永安寺","","愛知県","愛知県 安城市 浜屋町北屋敷17番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000034200"",""latitude"":34.987137,""longitude"":137.103073,""quality"":""published_historical_point_not_navigation_verified""}]","66749 [v3.7.1; legacy_effective_not_canonical] | 66749 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000034200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000034200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000034300","","含笑寺","","愛知県","愛知県 名古屋市 東区東桜二丁目15番36号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000034300"",""latitude"":35.171593,""longitude"":136.916321,""quality"":""published_historical_point_not_navigation_verified""}]","66778 [v3.7.1; legacy_effective_not_canonical] | 66778 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000034300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000034300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000034500","","法華寺","","愛知県","愛知県 知多郡美浜町 大字豊丘五宝115番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:230000034500"",""latitude"":34.751652,""longitude"":136.93158,""quality"":""published_historical_point_not_navigation_verified""}]","66807 [v3.7.1; legacy_effective_not_canonical] | 66807 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000034500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000034500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000034800","","布ヶ池跡","","愛知県","愛知県 名古屋市東区 葵一丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000034800"",""latitude"":35.174181,""longitude"":136.919505,""quality"":""published_historical_point_not_navigation_verified""}]","66836 [v3.7.1; legacy_effective_not_canonical] | 66836 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000034800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000034800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:230000034900","","鉄砲矢場跡","","愛知県","愛知県 名古屋市東区 矢田南四丁目","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:230000034900"",""latitude"":35.187094,""longitude"":136.944475,""quality"":""published_historical_point_not_navigation_verified""}]","66865 [v3.7.1; legacy_effective_not_canonical] | 66865 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:230000034900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/23/230000034900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
