"poi_id","destination_id","batch_id","tier","country_code","prefecture_code","selection_order","category","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","official_url","source_mode","source_job_id","sm_variant_id","rights_status","status","authenticity","quota_exception_reason","review_notes"
"unresolved:jp-mutsu:11","jp-mutsu","JP-A-04","A","JP","","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:11","variant:jp-mutsu:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:12","jp-mutsu","JP-A-04","A","JP","","12","historic_religious","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:12","variant:jp-mutsu:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:13","jp-mutsu","JP-A-04","A","JP","","13","historic_religious","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:13","variant:jp-mutsu:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:14","jp-mutsu","JP-A-04","A","JP","","14","historic_religious","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:14","variant:jp-mutsu:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:15","jp-mutsu","JP-A-04","A","JP","","15","historic_religious","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:15","variant:jp-mutsu:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:16","jp-mutsu","JP-A-04","A","JP","","16","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:16","variant:jp-mutsu:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:17","jp-mutsu","JP-A-04","A","JP","","17","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:17","variant:jp-mutsu:poi:17:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:18","jp-mutsu","JP-A-04","A","JP","","18","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:18","variant:jp-mutsu:poi:18:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:19","jp-mutsu","JP-A-04","A","JP","","19","family_theme","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:19","variant:jp-mutsu:poi:19:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:20","jp-mutsu","JP-A-04","A","JP","","20","family_theme","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:20","variant:jp-mutsu:poi:20:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:21","jp-mutsu","JP-A-04","A","JP","","21","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:21","variant:jp-mutsu:poi:21:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:22","jp-mutsu","JP-A-04","A","JP","","22","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:22","variant:jp-mutsu:poi:22:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:23","jp-mutsu","JP-A-04","A","JP","","23","market_shopping","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:23","variant:jp-mutsu:poi:23:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:24","jp-mutsu","JP-A-04","A","JP","","24","market_shopping","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:24","variant:jp-mutsu:poi:24:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-mutsu:25","jp-mutsu","JP-A-04","A","JP","","25","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-mutsu:poi:25","variant:jp-mutsu:poi:25:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:1","jp-oma","JP-A-04","A","JP","","1","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:1","variant:jp-oma:poi:1:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:2","jp-oma","JP-A-04","A","JP","","2","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:2","variant:jp-oma:poi:2:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:3","jp-oma","JP-A-04","A","JP","","3","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:3","variant:jp-oma:poi:3:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:4","jp-oma","JP-A-04","A","JP","","4","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:4","variant:jp-oma:poi:4:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:5","jp-oma","JP-A-04","A","JP","","5","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:5","variant:jp-oma:poi:5:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:6","jp-oma","JP-A-04","A","JP","","6","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:6","variant:jp-oma:poi:6:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:7","jp-oma","JP-A-04","A","JP","","7","landmark","","","","","","","","","","","acquisition_required","source:jp-oma:poi:7","variant:jp-oma:poi:7:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:8","jp-oma","JP-A-04","A","JP","","8","museum_culture","","","","","","","","","","","acquisition_required","source:jp-oma:poi:8","variant:jp-oma:poi:8:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:9","jp-oma","JP-A-04","A","JP","","9","museum_culture","","","","","","","","","","","acquisition_required","source:jp-oma:poi:9","variant:jp-oma:poi:9:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:10","jp-oma","JP-A-04","A","JP","","10","museum_culture","","","","","","","","","","","acquisition_required","source:jp-oma:poi:10","variant:jp-oma:poi:10:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:11","jp-oma","JP-A-04","A","JP","","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-oma:poi:11","variant:jp-oma:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:12","jp-oma","JP-A-04","A","JP","","12","historic_religious","","","","","","","","","","","acquisition_required","source:jp-oma:poi:12","variant:jp-oma:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:13","jp-oma","JP-A-04","A","JP","","13","historic_religious","","","","","","","","","","","acquisition_required","source:jp-oma:poi:13","variant:jp-oma:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:14","jp-oma","JP-A-04","A","JP","","14","historic_religious","","","","","","","","","","","acquisition_required","source:jp-oma:poi:14","variant:jp-oma:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:15","jp-oma","JP-A-04","A","JP","","15","historic_religious","","","","","","","","","","","acquisition_required","source:jp-oma:poi:15","variant:jp-oma:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:16","jp-oma","JP-A-04","A","JP","","16","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-oma:poi:16","variant:jp-oma:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:17","jp-oma","JP-A-04","A","JP","","17","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-oma:poi:17","variant:jp-oma:poi:17:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:18","jp-oma","JP-A-04","A","JP","","18","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-oma:poi:18","variant:jp-oma:poi:18:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:19","jp-oma","JP-A-04","A","JP","","19","family_theme","","","","","","","","","","","acquisition_required","source:jp-oma:poi:19","variant:jp-oma:poi:19:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:20","jp-oma","JP-A-04","A","JP","","20","family_theme","","","","","","","","","","","acquisition_required","source:jp-oma:poi:20","variant:jp-oma:poi:20:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:21","jp-oma","JP-A-04","A","JP","","21","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-oma:poi:21","variant:jp-oma:poi:21:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:22","jp-oma","JP-A-04","A","JP","","22","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-oma:poi:22","variant:jp-oma:poi:22:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:23","jp-oma","JP-A-04","A","JP","","23","market_shopping","","","","","","","","","","","acquisition_required","source:jp-oma:poi:23","variant:jp-oma:poi:23:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:24","jp-oma","JP-A-04","A","JP","","24","market_shopping","","","","","","","","","","","acquisition_required","source:jp-oma:poi:24","variant:jp-oma:poi:24:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-oma:25","jp-oma","JP-A-04","A","JP","","25","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-oma:poi:25","variant:jp-oma:poi:25:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:1","jp-hanamaki","JP-A-04","A","JP","iwate","1","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:1","variant:jp-hanamaki:poi:1:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:2","jp-hanamaki","JP-A-04","A","JP","iwate","2","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:2","variant:jp-hanamaki:poi:2:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:3","jp-hanamaki","JP-A-04","A","JP","iwate","3","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:3","variant:jp-hanamaki:poi:3:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:4","jp-hanamaki","JP-A-04","A","JP","iwate","4","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:4","variant:jp-hanamaki:poi:4:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:5","jp-hanamaki","JP-A-04","A","JP","iwate","5","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:5","variant:jp-hanamaki:poi:5:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:6","jp-hanamaki","JP-A-04","A","JP","iwate","6","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:6","variant:jp-hanamaki:poi:6:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:7","jp-hanamaki","JP-A-04","A","JP","iwate","7","landmark","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:7","variant:jp-hanamaki:poi:7:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:8","jp-hanamaki","JP-A-04","A","JP","iwate","8","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:8","variant:jp-hanamaki:poi:8:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:9","jp-hanamaki","JP-A-04","A","JP","iwate","9","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:9","variant:jp-hanamaki:poi:9:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:10","jp-hanamaki","JP-A-04","A","JP","iwate","10","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:10","variant:jp-hanamaki:poi:10:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:11","jp-hanamaki","JP-A-04","A","JP","iwate","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:11","variant:jp-hanamaki:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:12","jp-hanamaki","JP-A-04","A","JP","iwate","12","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:12","variant:jp-hanamaki:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:13","jp-hanamaki","JP-A-04","A","JP","iwate","13","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:13","variant:jp-hanamaki:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:14","jp-hanamaki","JP-A-04","A","JP","iwate","14","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:14","variant:jp-hanamaki:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:15","jp-hanamaki","JP-A-04","A","JP","iwate","15","historic_religious","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:15","variant:jp-hanamaki:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:16","jp-hanamaki","JP-A-04","A","JP","iwate","16","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:16","variant:jp-hanamaki:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:17","jp-hanamaki","JP-A-04","A","JP","iwate","17","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:17","variant:jp-hanamaki:poi:17:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:18","jp-hanamaki","JP-A-04","A","JP","iwate","18","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:18","variant:jp-hanamaki:poi:18:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:19","jp-hanamaki","JP-A-04","A","JP","iwate","19","family_theme","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:19","variant:jp-hanamaki:poi:19:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:20","jp-hanamaki","JP-A-04","A","JP","iwate","20","family_theme","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:20","variant:jp-hanamaki:poi:20:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:21","jp-hanamaki","JP-A-04","A","JP","iwate","21","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:21","variant:jp-hanamaki:poi:21:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:22","jp-hanamaki","JP-A-04","A","JP","iwate","22","district_neighborhood","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:22","variant:jp-hanamaki:poi:22:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:23","jp-hanamaki","JP-A-04","A","JP","iwate","23","market_shopping","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:23","variant:jp-hanamaki:poi:23:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:24","jp-hanamaki","JP-A-04","A","JP","iwate","24","market_shopping","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:24","variant:jp-hanamaki:poi:24:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-hanamaki:25","jp-hanamaki","JP-A-04","A","JP","iwate","25","food_culture_experience","","","","","","","","","","","acquisition_required","source:jp-hanamaki:poi:25","variant:jp-hanamaki:poi:25:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:1","jp-tono","JP-A-04","A","JP","","1","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:1","variant:jp-tono:poi:1:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:2","jp-tono","JP-A-04","A","JP","","2","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:2","variant:jp-tono:poi:2:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:3","jp-tono","JP-A-04","A","JP","","3","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:3","variant:jp-tono:poi:3:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:4","jp-tono","JP-A-04","A","JP","","4","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:4","variant:jp-tono:poi:4:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:5","jp-tono","JP-A-04","A","JP","","5","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:5","variant:jp-tono:poi:5:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:6","jp-tono","JP-A-04","A","JP","","6","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:6","variant:jp-tono:poi:6:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:7","jp-tono","JP-A-04","A","JP","","7","landmark","","","","","","","","","","","acquisition_required","source:jp-tono:poi:7","variant:jp-tono:poi:7:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:8","jp-tono","JP-A-04","A","JP","","8","museum_culture","","","","","","","","","","","acquisition_required","source:jp-tono:poi:8","variant:jp-tono:poi:8:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:9","jp-tono","JP-A-04","A","JP","","9","museum_culture","","","","","","","","","","","acquisition_required","source:jp-tono:poi:9","variant:jp-tono:poi:9:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:10","jp-tono","JP-A-04","A","JP","","10","museum_culture","","","","","","","","","","","acquisition_required","source:jp-tono:poi:10","variant:jp-tono:poi:10:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:11","jp-tono","JP-A-04","A","JP","","11","museum_culture","","","","","","","","","","","acquisition_required","source:jp-tono:poi:11","variant:jp-tono:poi:11:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:12","jp-tono","JP-A-04","A","JP","","12","historic_religious","","","","","","","","","","","acquisition_required","source:jp-tono:poi:12","variant:jp-tono:poi:12:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:13","jp-tono","JP-A-04","A","JP","","13","historic_religious","","","","","","","","","","","acquisition_required","source:jp-tono:poi:13","variant:jp-tono:poi:13:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:14","jp-tono","JP-A-04","A","JP","","14","historic_religious","","","","","","","","","","","acquisition_required","source:jp-tono:poi:14","variant:jp-tono:poi:14:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:15","jp-tono","JP-A-04","A","JP","","15","historic_religious","","","","","","","","","","","acquisition_required","source:jp-tono:poi:15","variant:jp-tono:poi:15:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
"unresolved:jp-tono:16","jp-tono","JP-A-04","A","JP","","16","nature_viewpoint","","","","","","","","","","","acquisition_required","source:jp-tono:poi:16","variant:jp-tono:poi:16:sm","unresolved","entity_resolution_required","unknown","","Unresolved quota slot, not a real POI. Resolve against official/approved entity source, verify Japan location, deduplicate globally, and obtain rights before acquisition."
