"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-utsunomiya","JP-A-08","A","kanto","JP","tochigi","栃木県","Tochigi","entity_resolution_required","","","Utsunomiya","Utsunomiya","","","","","","25","illustrative_city","source:jp-utsunomiya:master","variant:jp-utsunomiya:md","variant:jp-utsunomiya:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/tochigi/utsunomiya-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tochigi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nasu","JP-A-08","A","kanto","JP","tochigi","栃木県","Tochigi","entity_resolution_required","","","Nasu","Nasu","","","","","","25","illustrative_city","source:jp-nasu:master","variant:jp-nasu:md","variant:jp-nasu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/tochigi/nasu-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tochigi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kinugawa-onsen","JP-A-08","A","kanto","JP","","","","entity_resolution_required","","","Kinugawa Onsen","Kinugawa Onsen","","","","","","25","illustrative_city","source:jp-kinugawa-onsen:master","variant:jp-kinugawa-onsen:md","variant:jp-kinugawa-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ashikaga","JP-A-08","A","kanto","JP","","","","entity_resolution_required","","","Ashikaga","Ashikaga","","","","","","25","illustrative_city","source:jp-ashikaga:master","variant:jp-ashikaga:md","variant:jp-ashikaga:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mashiko","JP-A-08","A","kanto","JP","tochigi","栃木県","Tochigi","entity_resolution_required","","","Mashiko","Mashiko","","","","","","25","illustrative_city","source:jp-mashiko:master","variant:jp-mashiko:md","variant:jp-mashiko:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/tochigi/mashiko-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tochigi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ikaho-onsen","JP-A-08","A","kanto","JP","","","","entity_resolution_required","","","Ikaho Onsen","Ikaho Onsen","","","","","","25","illustrative_city","source:jp-ikaho-onsen:master","variant:jp-ikaho-onsen:md","variant:jp-ikaho-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-minakami","JP-A-08","A","kanto","JP","gunma","群馬県","Gunma","entity_resolution_required","","","Minakami","Minakami","","","","","","25","illustrative_city","source:jp-minakami:master","variant:jp-minakami:md","variant:jp-minakami:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/gunma/minakami-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Gunma. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tomioka","JP-A-09","A","kanto","JP","","","","entity_resolution_required","","","Tomioka","Tomioka","","","","","","25","illustrative_city","source:jp-tomioka:master","variant:jp-tomioka:md","variant:jp-tomioka:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kiryu","JP-A-09","A","kanto","JP","","","","entity_resolution_required","","","Kiryu","Kiryu","","","","","","25","illustrative_city","source:jp-kiryu:master","variant:jp-kiryu:md","variant:jp-kiryu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-saitama","JP-A-09","A","kanto","JP","saitama","埼玉県","Saitama","entity_resolution_required","","","Saitama","Saitama","","","","","","25","illustrative_city","source:jp-saitama:master","variant:jp-saitama:md","variant:jp-saitama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/saitama/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Saitama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-chichibu","JP-A-09","A","kanto","JP","saitama","埼玉県","Saitama","entity_resolution_required","","","Chichibu","Chichibu","","","","","","25","illustrative_city","source:jp-chichibu:master","variant:jp-chichibu:md","variant:jp-chichibu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/saitama/chichibu-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Saitama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nagatoro","JP-A-09","A","kanto","JP","","","","entity_resolution_required","","","Nagatoro","Nagatoro","","","","","","25","illustrative_city","source:jp-nagatoro:master","variant:jp-nagatoro:md","variant:jp-nagatoro:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-gyoda","JP-A-09","A","kanto","JP","","","","entity_resolution_required","","","Gyoda","Gyoda","","","","","","25","illustrative_city","source:jp-gyoda:master","variant:jp-gyoda:md","variant:jp-gyoda:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-urayasu","JP-A-09","A","kanto","JP","","","","entity_resolution_required","","","Urayasu","Urayasu","","","","","","25","illustrative_city","source:jp-urayasu:master","variant:jp-urayasu:md","variant:jp-urayasu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tateyama","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Tateyama","Tateyama","","","","","","25","illustrative_city","source:jp-tateyama:master","variant:jp-tateyama:md","variant:jp-tateyama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kamogawa","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Kamogawa","Kamogawa","","","","","","25","illustrative_city","source:jp-kamogawa:master","variant:jp-kamogawa:md","variant:jp-kamogawa:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-choshi","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Choshi","Choshi","","","","","","25","illustrative_city","source:jp-choshi:master","variant:jp-choshi:md","variant:jp-choshi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sakura","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Sakura","Sakura","","","","","","25","illustrative_city","source:jp-sakura:master","variant:jp-sakura:md","variant:jp-sakura:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sawara","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Sawara","Sawara","","","","","","25","illustrative_city","source:jp-sawara:master","variant:jp-sawara:md","variant:jp-sawara:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kujukuri","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Kujukuri","Kujukuri","","","","","","25","illustrative_city","source:jp-kujukuri:master","variant:jp-kujukuri:md","variant:jp-kujukuri:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hachioji","JP-A-10","A","kanto","JP","","","","entity_resolution_required","","","Hachioji","Hachioji","","","","","","25","illustrative_city","source:jp-hachioji:master","variant:jp-hachioji:md","variant:jp-hachioji:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-okutama","JP-A-11","A","kanto","JP","","","","entity_resolution_required","","","Okutama","Okutama","","","","","","25","illustrative_city","source:jp-okutama:master","variant:jp-okutama:md","variant:jp-okutama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ome","JP-A-11","A","kanto","JP","","","","entity_resolution_required","","","Ome","Ome","","","","","","25","illustrative_city","source:jp-ome:master","variant:jp-ome:md","variant:jp-ome:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ogasawara","JP-A-11","A","kanto","JP","","","","entity_resolution_required","","","Ogasawara","Ogasawara","","","","","","25","illustrative_city","source:jp-ogasawara:master","variant:jp-ogasawara:md","variant:jp-ogasawara:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-enoshima","JP-A-11","A","kanto","JP","","","","entity_resolution_required","","","Enoshima","Enoshima","","","","","","25","illustrative_city","source:jp-enoshima:master","variant:jp-enoshima:md","variant:jp-enoshima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-odawara","JP-A-11","A","kanto","JP","","","","entity_resolution_required","","","Odawara","Odawara","","","","","","25","illustrative_city","source:jp-odawara:master","variant:jp-odawara:md","variant:jp-odawara:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-niigata","JP-A-11","A","chubu","JP","niigata","新潟県","Niigata","entity_resolution_required","","","Niigata","Niigata","","","","","","25","illustrative_city","source:jp-niigata:master","variant:jp-niigata:md","variant:jp-niigata:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/niigata/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Niigata. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sado","JP-A-11","A","chubu","JP","niigata","新潟県","Niigata","entity_resolution_required","","","Sado","Sado","","","","","","25","illustrative_city","source:jp-sado:master","variant:jp-sado:md","variant:jp-sado:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/niigata/sado-island/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Niigata. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-echigo-yuzawa","JP-A-12","A","chubu","JP","niigata","新潟県","Niigata","entity_resolution_required","","","Echigo-Yuzawa","Echigo-Yuzawa","","","","","","25","illustrative_city","source:jp-echigo-yuzawa:master","variant:jp-echigo-yuzawa:md","variant:jp-echigo-yuzawa:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/niigata/echigo-yuzawa","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Niigata. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-myoko","JP-A-12","A","chubu","JP","niigata","新潟県","Niigata","entity_resolution_required","","","Myoko","Myoko","","","","","","25","illustrative_city","source:jp-myoko:master","variant:jp-myoko:md","variant:jp-myoko:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/niigata/myoko","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Niigata. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nagaoka","JP-A-12","A","chubu","JP","","","","entity_resolution_required","","","Nagaoka","Nagaoka","","","","","","25","illustrative_city","source:jp-nagaoka:master","variant:jp-nagaoka:md","variant:jp-nagaoka:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-takaoka","JP-A-12","A","chubu","JP","toyama","富山県","Toyama","entity_resolution_required","","","Takaoka","Takaoka","","","","","","25","illustrative_city","source:jp-takaoka:master","variant:jp-takaoka:md","variant:jp-takaoka:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/toyama/takaoka-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Toyama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-gokayama","JP-A-12","A","chubu","JP","toyama","富山県","Toyama","entity_resolution_required","","","Gokayama","Gokayama","","","","","","25","illustrative_city","source:jp-gokayama:master","variant:jp-gokayama:md","variant:jp-gokayama:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/toyama/gokayama","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Toyama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kurobe","JP-A-12","A","chubu","JP","","","","entity_resolution_required","","","Kurobe","Kurobe","","","","","","25","illustrative_city","source:jp-kurobe:master","variant:jp-kurobe:md","variant:jp-kurobe:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-himi","JP-A-12","A","chubu","JP","","","","entity_resolution_required","","","Himi","Himi","","","","","","25","illustrative_city","source:jp-himi:master","variant:jp-himi:md","variant:jp-himi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kaga-onsen","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Kaga Onsen","Kaga Onsen","","","","","","25","illustrative_city","source:jp-kaga-onsen:master","variant:jp-kaga-onsen:md","variant:jp-kaga-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-noto","JP-A-13","A","chubu","JP","ishikawa","石川県","Ishikawa","entity_resolution_required","","","Noto","Noto","","","","","","25","illustrative_city","source:jp-noto:master","variant:jp-noto:md","variant:jp-noto:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/ishikawa/noto","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Ishikawa. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-wajima","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Wajima","Wajima","","","","","","25","illustrative_city","source:jp-wajima:master","variant:jp-wajima:md","variant:jp-wajima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nanao","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Nanao","Nanao","","","","","","25","illustrative_city","source:jp-nanao:master","variant:jp-nanao:md","variant:jp-nanao:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-eiheiji","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Eiheiji","Eiheiji","","","","","","25","illustrative_city","source:jp-eiheiji:master","variant:jp-eiheiji:md","variant:jp-eiheiji:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-katsuyama","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Katsuyama","Katsuyama","","","","","","25","illustrative_city","source:jp-katsuyama:master","variant:jp-katsuyama:md","variant:jp-katsuyama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-awara-onsen","JP-A-13","A","chubu","JP","","","","entity_resolution_required","","","Awara Onsen","Awara Onsen","","","","","","25","illustrative_city","source:jp-awara-onsen:master","variant:jp-awara-onsen:md","variant:jp-awara-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tsuruga","JP-A-14","A","chubu","JP","fukui","福井県","Fukui","entity_resolution_required","","","Tsuruga","Tsuruga","","","","","","25","illustrative_city","source:jp-tsuruga:master","variant:jp-tsuruga:md","variant:jp-tsuruga:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/fukui/tsuruga-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Fukui. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kofu","JP-A-14","A","chubu","JP","yamanashi","山梨県","Yamanashi","entity_resolution_required","","","Kofu","Kofu","","","","","","25","illustrative_city","source:jp-kofu:master","variant:jp-kofu:md","variant:jp-kofu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/yamanashi/kofu-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamanashi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yamanakako","JP-A-14","A","chubu","JP","","","","entity_resolution_required","","","Yamanakako","Yamanakako","","","","","","25","illustrative_city","source:jp-yamanakako:master","variant:jp-yamanakako:md","variant:jp-yamanakako:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-oshino","JP-A-14","A","chubu","JP","","","","entity_resolution_required","","","Oshino","Oshino","","","","","","25","illustrative_city","source:jp-oshino:master","variant:jp-oshino:md","variant:jp-oshino:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kiyosato","JP-A-14","A","chubu","JP","yamanashi","山梨県","Yamanashi","entity_resolution_required","","","Kiyosato","Kiyosato","","","","","","25","illustrative_city","source:jp-kiyosato:master","variant:jp-kiyosato:md","variant:jp-kiyosato:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tokai/yamanashi/kiyosato-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamanashi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-suwa","JP-A-14","A","chubu","JP","nagano","長野県","Nagano","entity_resolution_required","","","Suwa","Suwa","","","","","","25","illustrative_city","source:jp-suwa:master","variant:jp-suwa:md","variant:jp-suwa:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/hokuriku-shinetsu/nagano/suwa","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nagano. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ueda","JP-A-14","A","chubu","JP","","","","entity_resolution_required","","","Ueda","Ueda","","","","","","25","illustrative_city","source:jp-ueda:master","variant:jp-ueda:md","variant:jp-ueda:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-azumino","JP-A-15","A","chubu","JP","","","","entity_resolution_required","","","Azumino","Azumino","","","","","","25","illustrative_city","source:jp-azumino:master","variant:jp-azumino:md","variant:jp-azumino:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ina","JP-A-15","A","chubu","JP","","","","entity_resolution_required","","","Ina","Ina","","","","","","25","illustrative_city","source:jp-ina:master","variant:jp-ina:md","variant:jp-ina:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
